listing_id,sqft,bedrooms,bathrooms,age_years,neighborhood,has_garage,price
L202788,1850,3,2,16,suburbs,no,361000.0
L202789,4105,5,4,70,suburbs,no,667900.0
L202790,767,1,1,48,suburbs,yes,204400.0
L202791,4103,4,4,23,rural,yes,686800.0
L202792,3474,5,4,57,waterfront,yes,710200.0
L202793,4067,4,4,10,suburbs,no,733800.0
L202794,1538,2,2,39,suburbs,yes,303900.0
L202795,2581,4,4,15,suburbs,no,527800.0
L202796,1590,2,2,52,suburbs,yes,241600.0
L202797,3372,4,3,21,suburbs,yes,587800.0
L202798,3064,4,4,19,waterfront,yes,675300.0
L202799,3297,4,3,20,rural,yes,508400.0
L202800,3481,4,3,65,suburbs,no,564500.0
L202801,775,2,2,69,suburbs,yes,151000.0
L202802,2189,1,1,16,suburbs,yes,329700.0
L202803,1585,2,2,12,suburbs,yes,300100.0
L202804,4283,4,4,47,waterfront,yes,865700.0
L202805,2664,3,2,51,downtown,yes,533900.0
L202806,1230,1,1,66,rural,yes,157600.0
L202807,2129,2,2,65,suburbs,yes,334500.0
L202808,2656,3,3,63,suburbs,yes,471000.0
L202809,1866,2,1,3,waterfront,yes,427700.0
L202810,3007,3,3,4,suburbs,yes,560600.0
L202811,3600,4,4,14,suburbs,no,581000.0
L202812,3007,3,3,29,downtown,yes,626800.0
L202813,2857,3,3,59,downtown,yes,557200.0
L202814,3161,4,3,68,suburbs,yes,482000.0
L202815,1721,1,1,57,suburbs,yes,271800.0
L202816,3072,4,4,68,suburbs,yes,532600.0
L202817,800,1,1,29,suburbs,no,110100.0
L202818,3687,4,4,50,downtown,yes,684100.0
L202819,2082,3,2,10,rural,yes,384500.0
L202820,3774,4,3,8,rural,no,565200.0
L202821,1589,3,2,66,waterfront,no,412300.0
L202822,4412,6,4,32,downtown,yes,822000.0
L202823,2629,3,3,58,suburbs,no,457600.0
L202824,4264,5,4,76,downtown,yes,751300.0
L202825,1740,2,2,45,waterfront,no,393200.0
L202826,2627,2,1,8,suburbs,yes,430500.0
L202827,3384,4,4,52,waterfront,yes,693400.0
L202828,3353,2,2,64,rural,no,475500.0
L202829,1585,1,1,22,downtown,no,361900.0
L202830,2169,3,2,33,suburbs,yes,389300.0
L202831,1497,2,1,50,suburbs,yes,228600.0
L202832,3137,4,3,59,suburbs,no,505500.0
L202833,2218,3,2,14,waterfront,yes,500200.0
L202834,629,1,1,4,downtown,yes,239600.0
L202835,1741,2,1,51,rural,yes,285400.0
L202836,2033,3,2,0,downtown,no,467400.0
L202837,2786,3,2,36,suburbs,yes,472700.0
L202838,4166,4,4,24,downtown,no,740500.0
L202839,4435,5,4,35,suburbs,yes,741100.0
L202840,3232,4,3,69,suburbs,yes,535000.0
L202841,4127,4,3,74,suburbs,no,630900.0
L202842,667,1,1,54,waterfront,yes,296400.0
L202843,3955,4,4,29,suburbs,yes,670300.0
L202844,2638,2,2,48,downtown,no,480400.0
L202845,2053,4,3,11,suburbs,no,384800.0
L202846,2026,2,2,79,suburbs,no,294200.0
L202847,1962,2,1,69,downtown,yes,345700.0
L202848,3754,3,2,27,downtown,no,642200.0
L202849,2389,4,3,1,downtown,yes,580500.0
L202850,1047,1,1,68,rural,yes,161800.0
L202851,4114,4,4,2,waterfront,yes,834900.0
L202852,2955,3,2,8,downtown,yes,569900.0
L202853,2124,2,1,0,rural,yes,396200.0
L202854,3377,4,4,13,downtown,yes,650500.0
L202855,1968,1,1,73,suburbs,yes,260500.0
L202856,2922,4,4,38,downtown,no,584600.0
L202857,630,1,1,13,downtown,no,185600.0
L202858,1670,2,1,76,suburbs,yes,238900.0
L202859,1934,1,1,33,suburbs,no,288000.0
L202860,3693,4,4,56,suburbs,no,616600.0
L202861,3542,4,4,43,rural,no,562900.0
L202862,3695,3,3,9,downtown,no,658500.0
L202863,2467,2,2,56,suburbs,yes,419300.0
L202864,2007,3,2,76,downtown,no,363500.0
L202865,2660,3,2,78,downtown,yes,448100.0
L202866,1640,2,1,61,suburbs,no,231100.0
L202867,2661,3,3,53,downtown,yes,518700.0
L202868,3189,3,3,58,rural,yes,478500.0
L202869,4380,5,4,77,suburbs,yes,715200.0
L202870,2034,3,2,44,suburbs,yes,396400.0
L202871,1041,2,2,72,downtown,yes,239400.0
L202872,1946,3,2,31,downtown,yes,493300.0
L202873,3823,5,4,25,suburbs,yes,683100.0
L202874,2357,3,3,8,downtown,yes,507200.0
L202875,2224,2,1,36,downtown,no,392200.0
L202876,2386,3,2,49,downtown,no,450100.0
L202877,1586,2,1,32,waterfront,yes,408200.0
L202878,3835,4,4,10,suburbs,no,681900.0
L202879,3218,4,4,35,downtown,yes,616600.0
L202880,4315,5,4,47,suburbs,no,723300.0
L202881,982,1,1,9,rural,no,172300.0
L202882,3382,4,4,43,downtown,no,657400.0
L202883,915,2,1,30,downtown,yes,288400.0
L202884,944,1,1,47,waterfront,no,293900.0
L202885,3897,4,4,0,rural,no,668700.0
L202886,1917,1,1,66,suburbs,yes,329700.0
L202887,1831,3,3,31,downtown,yes,433000.0
L202888,1339,1,1,32,downtown,no,299800.0
L202889,1023,1,1,8,rural,no,188100.0
L202890,3186,4,3,34,suburbs,yes,599100.0
L202891,2641,4,4,31,suburbs,yes,496800.0
L202892,2932,4,3,4,downtown,yes,625500.0
L202893,1201,1,1,46,downtown,yes,260400.0
L202894,4431,5,4,23,suburbs,no,785500.0
L202895,630,1,1,28,suburbs,yes,163000.0
L202896,2346,3,3,6,suburbs,yes,443000.0
L202897,2635,3,3,51,suburbs,yes,454300.0
L202898,1011,1,1,11,rural,yes,183300.0
L202899,2857,4,4,47,suburbs,no,496500.0
L202900,2933,2,1,34,downtown,yes,546700.0
L202901,2669,3,3,59,waterfront,yes,569500.0
L202902,2031,2,1,32,downtown,yes,377000.0
L202903,4226,5,4,52,suburbs,yes,755400.0
L202904,1294,1,1,74,downtown,yes,274600.0
L202905,3502,4,4,20,suburbs,yes,630100.0
L202906,2046,2,1,9,suburbs,yes,376000.0
L202907,2110,4,3,48,downtown,yes,479700.0
L202908,1528,3,3,11,suburbs,yes,334300.0
L202909,3231,4,3,17,suburbs,no,556000.0
L202910,1369,1,1,60,suburbs,no,208500.0
L202911,2053,2,2,54,downtown,yes,442500.0
L202912,2486,3,2,1,downtown,yes,531300.0
L202913,637,1,1,47,waterfront,yes,256700.0
L202914,3759,3,3,52,downtown,yes,661800.0
L202915,1892,2,2,25,suburbs,no,328900.0
L202916,4054,5,4,59,downtown,yes,768400.0
L202917,3129,2,2,57,rural,yes,446600.0
L202918,1615,1,1,50,suburbs,no,273800.0
L202919,3182,4,3,20,suburbs,yes,587100.0
L202920,2348,3,2,23,suburbs,yes,434700.0
L202921,2497,2,2,43,suburbs,yes,417400.0
L202922,3887,5,4,8,waterfront,yes,781700.0
L202923,3100,3,2,32,suburbs,yes,544000.0
L202924,4455,5,4,79,suburbs,no,666600.0
L202925,4219,4,4,51,suburbs,yes,703000.0
L202926,3914,4,3,68,suburbs,yes,634900.0
L202927,2416,3,2,25,suburbs,yes,456400.0
L202928,2526,2,1,58,suburbs,yes,382800.0
L202929,4040,5,4,58,rural,no,611600.0
L202930,3993,4,4,14,waterfront,yes,830200.0
L202931,2045,3,3,17,suburbs,no,381400.0
L202932,3355,3,2,34,suburbs,yes,511100.0
L202933,2937,4,3,50,downtown,no,556000.0
L202934,1042,2,2,56,rural,yes,223300.0
L202935,1081,1,1,78,suburbs,yes,188700.0
L202936,928,1,1,8,waterfront,no,284900.0
L202937,1599,1,1,51,suburbs,yes,280800.0
L202938,4251,4,3,76,suburbs,no,683900.0
L202939,1836,2,2,13,downtown,yes,370500.0
L202940,4205,4,3,76,suburbs,no,645700.0
L202941,2317,2,1,67,suburbs,yes,401300.0
L202942,2387,2,1,12,suburbs,yes,384500.0
L202943,1598,2,2,16,suburbs,no,295900.0
L202944,3181,4,3,15,downtown,yes,628000.0
L202945,2898,4,3,7,rural,no,484700.0
L202946,1788,2,2,29,suburbs,no,353500.0
L202947,3660,4,4,35,downtown,yes,724000.0
L202948,3335,3,3,36,rural,yes,528500.0
L202949,3373,4,3,66,downtown,no,579000.0
L202950,2340,4,3,35,downtown,yes,531400.0
L202951,3124,3,2,15,suburbs,yes,563700.0
L202952,1959,2,1,55,downtown,yes,387800.0
L202953,4497,5,4,51,rural,no,721200.0
L202954,2318,3,2,37,suburbs,no,415100.0
L202955,1669,3,3,51,suburbs,no,284000.0
L202956,2376,4,4,14,suburbs,yes,455600.0
L202957,4271,5,4,62,suburbs,yes,709500.0
L202958,4276,5,4,20,suburbs,yes,695300.0
L202959,1987,2,1,3,suburbs,no,350200.0
L202960,4051,4,3,32,suburbs,no,646700.0
L202961,1792,2,2,19,suburbs,yes,347000.0
L202962,1358,1,1,41,downtown,yes,275200.0
L202963,1464,2,1,37,downtown,no,329100.0
L202964,1686,2,1,73,downtown,no,326200.0
L202965,1741,2,2,33,suburbs,no,306800.0
L202966,1767,2,2,7,suburbs,yes,360500.0
L202967,2094,2,1,41,suburbs,yes,373200.0
L202968,645,1,1,64,suburbs,yes,119200.0
L202969,2071,3,2,21,suburbs,yes,393000.0
L202970,2668,3,3,24,suburbs,no,450400.0
L202971,2162,2,1,14,downtown,yes,432200.0
L202972,2482,3,3,58,waterfront,yes,588600.0
L202973,1477,2,2,13,suburbs,no,283300.0
L202974,1085,1,1,20,rural,yes,191600.0
L202975,4110,5,4,6,downtown,yes,789700.0
L202976,4461,5,4,30,suburbs,no,755800.0
L202977,2190,4,4,69,suburbs,yes,386800.0
L202978,3569,4,4,35,suburbs,yes,609500.0
L202979,1148,1,1,9,suburbs,no,247900.0
L202980,1314,1,1,60,suburbs,yes,184800.0
L202981,2627,3,3,28,rural,no,433100.0
L202982,3350,4,3,13,suburbs,no,563100.0
L202983,3335,4,4,1,downtown,yes,624900.0
L202984,1928,2,1,27,downtown,yes,404300.0
L202985,4018,5,4,12,waterfront,yes,805100.0
L202986,3068,3,2,42,downtown,no,526600.0
L202987,1835,1,1,34,suburbs,yes,380600.0
L202988,2434,3,2,52,downtown,yes,491700.0
L202989,1762,1,1,21,suburbs,no,315000.0
L202990,1141,1,1,6,suburbs,yes,239600.0
L202991,622,1,1,9,waterfront,yes,256000.0
L202992,2394,3,2,7,suburbs,no,429400.0
L202993,624,1,1,21,downtown,yes,207700.0
L202994,4350,5,4,57,suburbs,no,661300.0
L202995,4022,5,4,43,downtown,yes,794500.0
L202996,3517,4,4,29,waterfront,yes,735900.0
L202997,3525,6,4,19,suburbs,yes,630500.0
L202998,3043,3,3,13,rural,no,501700.0
L202999,3456,3,3,11,rural,yes,538600.0
